JS_ID,Job_ID
37684,95853
37684,14299
37684,3588
37684,71569
37684,95995
37684,42987
37684,78995
37684,30846
37684,42923
37684,8796
37684,38798
37684,70679
37684,58617
37684,66626
37684,28714
37684,70600
37684,45925
37684,38589
37684,13613
37684,61025
37684,17354
37684,78665
37684,4027
37684,77841
37684,1674
37684,78177
37684,4232
37684,37106
37684,92503
37684,8536
37684,3913
37684,40938
37684,74499
37684,7536
37684,5059
37684,61238
37684,32176
37684,92100
37684,79102
37684,39310
37684,28112
37684,69661
37684,39993
37684,97567
37684,97754
37684,85617
37684,35093
37684,99473
37684,16291
37684,37022
37684,9169
37684,52638
37684,91043
37684,13395
37684,19794
37684,16219
37684,80572
37684,95180
37684,88311
37684,90808
37684,25417
37684,10958
37684,44128
37684,7197
7604,39243
7604,70994
7604,94791
7604,37605
7604,37711
7604,63867
7604,14613
7604,73945
7604,84178
7604,98122
7604,14340
7604,61726
7604,8980
7604,81332
7604,22517
7604,10428
7604,46461
7604,39079
7604,87781
7604,36875
7604,95594
7604,22048
7604,35573
7604,96937
7604,7959
7604,50426
7604,82315
7604,58245
7604,73798
7604,60211
7604,65538
7604,65681
7604,51451
7604,4731
7604,60090
7604,40875
7604,3003
7604,16897
7604,13914
7604,63866
7604,98684
7604,474
7604,72277
7604,78983
7604,80519
7604,16081
7604,89332
7604,5949
7604,39863
7604,42451
7604,46061
7604,27254
7604,49679
7604,64747
7604,43175
7604,23525
7604,26935
7604,49806
7604,16722
7604,51181
7604,54129
7604,53082
7604,54974
7604,51810
7604,80321
7604,36891
7604,31024
7604,86538
7604,45216
7604,32541
7604,40584
7604,24070
7604,87269
7604,12242
7604,95994
7604,88950
7604,84595
7604,59054
7604,91374
7604,44313
7604,97287
7604,47003
7604,49424
7604,94691
7604,41743
7604,13705
7604,47292
7604,19152
7604,46828
7604,67349
7604,61309
7604,64757
7604,47881
7604,11766
7604,42819
7604,11733
7604,55639
7604,72659
7604,9053
7604,47187
7604,28935
7604,81743
7604,90219
7604,95853
7604,74988
7604,69725
7604,42923
7604,85542
7604,70679
7604,19147
7604,7339
7604,9239
7604,57837
7604,45185
7604,77841
7604,24497
7604,10692
7604,68857
7604,10353
7604,4312
7604,4232
7604,85225
7604,8536
7604,3913
7604,33196
7604,67921
7604,74722
7604,84135
7604,92100
7604,43081
7604,18218
7604,39058
7604,84098
7604,69661
7604,21831
7604,95796
7604,91319
7604,65334
7604,99454
7604,53352
7604,36323
7604,73539
7604,9169
7604,90650
7604,53056
7604,16219
7604,95180
7604,75733
7604,89096
7604,10059
7604,68532
7604,10958
7604,74088
7604,1711
7604,44128
53694,41477
53694,39243
53694,46602
53694,94791
53694,84230
53694,94649
53694,99710
53694,53643
53694,25155
53694,37605
53694,74649
53694,96311
53694,91845
53694,63867
53694,88731
53694,14210
53694,98122
53694,61726
53694,59135
53694,79650
53694,44305
53694,3805
53694,87810
53694,64451
53694,83129
53694,39983
53694,53548
53694,38578
53694,87781
53694,10520
53694,64417
53694,8013
53694,50136
53694,49983
53694,43652
53694,10563
53694,46068
53694,58424
53694,72149
53694,88384
53694,76017
53694,69995
53694,98463
53694,73798
53694,41435
53694,30083
53694,78373
53694,41190
53694,39491
53694,77441
53694,40875
53694,78824
53694,51710
53694,10079
53694,87239
53694,62704
53694,86807
53694,3003
53694,50055
53694,13914
53694,474
53694,18765
53694,29884
53694,34053
53694,63951
53694,70954
53694,42451
53694,19581
53694,62905
53694,65271
53694,97323
53694,30860
53694,25460
53694,64775
53694,49679
53694,14421
53694,74365
53694,3924
53694,14290
53694,51181
53694,99057
53694,43003
53694,54974
53694,27455
53694,51810
53694,19091
53694,34523
53694,80321
53694,31024
53694,71128
53694,15889
53694,94363
53694,88950
53694,113
53694,53881
53694,37195
53694,15718
53694,91374
53694,68416
53694,63042
53694,70511
53694,59114
53694,87941
53694,50883
53694,66004
53694,81927
53694,20079
53694,82814
53694,37212
53694,79834
53694,8669
53694,58660
53694,47881
53694,57173
53694,52905
53694,21947
53694,16012
53694,39383
53694,55639
53694,1349
53694,87456
53694,47187
53694,73704
53694,37840
53694,59817
53694,39501
53694,26074
53694,14299
53694,28136
53694,18845
53694,99173
53694,70254
53694,26638
53694,95995
53694,21334
53694,78374
53694,42923
53694,64039
53694,28714
53694,37372
53694,43946
53694,6815
53694,6090
53694,13613
53694,78665
53694,45185
53694,43746
53694,94730
53694,28799
53694,77841
53694,94202
53694,12407
53694,67009
53694,10692
53694,48609
53694,4925
53694,1674
53694,76147
53694,4312
53694,98306
53694,78591
53694,62789
53694,72598
53694,29704
53694,82993
53694,72270
53694,49942
53694,77844
53694,74722
53694,11238
53694,51097
53694,5059
53694,62851
53694,55334
53694,57589
53694,82741
53694,79102
53694,69661
53694,9835
53694,21831
53694,62826
53694,85617
53694,2677
53694,18808
53694,24072
53694,16291
53694,91319
53694,65334
53694,18064
53694,86447
53694,63531
53694,73539
53694,9169
53694,52638
53694,91043
53694,19794
53694,80572
53694,90085
53694,10059
53694,25838
53694,1318
53694,5062
53694,80686
53694,94637
53694,49307
53694,21236
53694,59530
53694,97957
85355,37624
85355,70434
85355,81015
85355,39983
85355,53548
85355,36875
85355,10563
85355,65268
85355,58424
85355,47260
85355,76017
85355,42452
85355,36866
85355,39491
85355,77441
85355,70782
85355,10079
85355,87239
85355,63866
85355,72277
85355,49195
85355,16081
85355,48721
85355,30205
85355,41019
85355,34274
85355,65271
85355,84441
85355,42102
85355,1608
85355,74365
85355,80999
85355,65664
85355,81052
85355,12242
85355,25706
85355,12138
85355,24234
85355,62444
85355,20079
85355,46828
85355,18276
85355,57173
85355,11766
85355,5943
85355,13968
85355,11775
85355,15566
85355,49068
85355,29682
85355,26074
85355,95853
85355,7339
85355,85262
85355,45185
85355,57242
85355,8536
85355,76145
85355,3913
85355,90546
85355,52708
85355,66713
85355,39310
85355,65896
85355,88089
85355,8697
85355,97754
85355,2677
85355,16216
85355,27660
85355,65334
85355,18064
85355,35240
85355,64575
85355,80572
85355,1318
6616,12376
6616,1064
6616,69909
6616,74649
6616,49558
6616,22551
6616,59135
6616,43092
6616,1503
6616,30965
6616,49372
6616,50802
6616,8013
6616,43652
6616,60979
6616,58914
6616,59292
6616,50015
6616,36162
6616,36866
6616,22340
6616,73798
6616,11153
6616,11125
6616,60090
6616,62803
6616,43461
6616,26030
6616,16897
6616,98684
6616,2820
6616,6262
6616,29884
6616,89332
6616,68964
6616,1862
6616,65271
6616,84441
6616,34524
6616,30860
6616,49679
6616,27522
6616,62153
6616,48489
6616,63112
6616,3924
6616,19487
6616,75147
6616,21092
6616,91832
6616,72188
6616,82093
6616,98615
6616,88950
6616,48898
6616,7021
6616,4177
6616,29822
6616,44313
6616,42635
6616,37654
6616,26261
6616,46828
6616,58951
6616,91314
6616,60670
6616,79870
6616,34016
6616,53770
6616,55639
6616,1349
6616,26761
6616,86161
6616,9053
6616,81743
6616,92622
6616,39501
6616,29682
6616,80842
6616,28136
6616,30846
6616,83902
6616,63028
6616,99290
6616,28714
6616,10343
6616,70600
6616,4027
6616,59783
6616,57967
6616,94202
6616,62224
6616,36956
6616,76147
6616,18882
6616,59844
6616,3101
6616,37106
6616,62789
6616,93507
6616,76145
6616,40938
6616,67921
6616,45506
6616,52708
6616,60549
6616,38591
6616,88486
6616,97567
6616,90034
6616,99757
6616,52703
6616,13373
6616,9320
6616,95180
6616,66677
6616,65114
6616,47458
6616,697
6616,80686
6616,49307
6616,74888
89723,70994
89723,69909
89723,53643
89723,37711
89723,14613
89723,40029
89723,36078
89723,2126
89723,79650
89723,3545
89723,7612
89723,22517
89723,3805
89723,10428
89723,64451
89723,83129
89723,39824
89723,49372
89723,81015
89723,69427
89723,25310
89723,49983
89723,46068
89723,7959
89723,58914
89723,59292
89723,54857
89723,92155
89723,65538
89723,39080
89723,91642
89723,51846
89723,51451
89723,3193
89723,26405
89723,62704
89723,58143
89723,83365
89723,3003
89723,69711
89723,9891
89723,16081
89723,89332
89723,47066
89723,92882
89723,63951
89723,51431
89723,71346
89723,70954
89723,84786
89723,7315
89723,34274
89723,85851
89723,3086
89723,19897
89723,78765
89723,81497
89723,90997
89723,23594
89723,23525
89723,26935
89723,16722
89723,14290
89723,19451
89723,11158
89723,82093
89723,61524
89723,7021
89723,15718
89723,96472
89723,91374
89723,34808
89723,42723
89723,49424
89723,68416
89723,73295
89723,71951
89723,66004
89723,48756
89723,98521
89723,85606
89723,91314
89723,9621
89723,57173
89723,52905
89723,82639
89723,11766
89723,95408
89723,76900
89723,14765
89723,75444
89723,4272
89723,14425
89723,39351
89723,47820
89723,21026
89723,26761
89723,55587
89723,9053
89723,47187
89723,81743
89723,41473
89723,14240
89723,90219
89723,63297
89723,8982
89723,75375
89723,28136
89723,44976
89723,95995
89723,21334
89723,97247
89723,56747
89723,44348
89723,83902
89723,7339
89723,29040
89723,45925
89723,23664
89723,60730
89723,64317
89723,71663
89723,19851
89723,68857
89723,37787
89723,98306
89723,78591
89723,72568
89723,93507
89723,40938
89723,49233
89723,52708
89723,10188
89723,7536
89723,73855
89723,57589
89723,17185
89723,8697
89723,97754
89723,85617
89723,99473
89723,65334
89723,37022
89723,52638
89723,91043
89723,89642
89723,66677
89723,47458
89723,89967
89723,697
89723,21236
89723,44128
66125,39243
66125,94791
66125,695
66125,91845
66125,2126
66125,14210
66125,59121
66125,14340
66125,30965
66125,49372
66125,11960
66125,25310
66125,87781
66125,36875
66125,59176
66125,10520
66125,10564
66125,58424
66125,36162
66125,24848
66125,92155
66125,41190
66125,62704
66125,7697
66125,50055
66125,2820
66125,90375
66125,78983
66125,17936
66125,18765
66125,16081
66125,34053
66125,65304
66125,80996
66125,70954
66125,66326
66125,1862
66125,43875
66125,66501
66125,41019
66125,50886
66125,85851
66125,19897
66125,13285
66125,21793
66125,33181
66125,65432
66125,54974
66125,19091
66125,31024
66125,86538
66125,45216
66125,40584
66125,1198
66125,15889
66125,94363
66125,84595
66125,96472
66125,84024
66125,34808
66125,3793
66125,59114
66125,87941
66125,13705
66125,59338
66125,82814
66125,79834
66125,8669
66125,47881
66125,60670
66125,26544
66125,62943
66125,55319
66125,87379
66125,14240
66125,15956
66125,7339
66125,57782
66125,57967
66125,62224
66125,67009
66125,36956
66125,22436
66125,1674
66125,78177
66125,4232
66125,82993
66125,67921
66125,52708
66125,55334
66125,58681
66125,30568
66125,53352
66125,9169
66125,75733
66125,89096
66125,51334
66125,94637
66125,21236
66125,7197
26169,84844
26169,99710
26169,53643
26169,28680
26169,15989
26169,44305
26169,3545
26169,10428
26169,64451
26169,10520
26169,8287
26169,88384
26169,62725
26169,60211
26169,78373
26169,3617
26169,94556
26169,72277
26169,9891
26169,36215
26169,74853
26169,66501
26169,7315
26169,82969
26169,30719
26169,78765
26169,74600
26169,1608
26169,82707
26169,18674
26169,65664
26169,45216
26169,75920
26169,16425
26169,48756
26169,55587
26169,92622
26169,99792
26169,95853
26169,2997
26169,38798
26169,28714
26169,79067
26169,78665
26169,7025
26169,90275
26169,61573
26169,60730
26169,76147
26169,18882
26169,8536
26169,72598
26169,74499
26169,56489
26169,61238
26169,97567
26169,84551
26169,4809
26169,99757
26169,9169
26169,5062
26169,74888
26169,44128
73223,84844
73223,94791
73223,84230
73223,94649
73223,99710
73223,695
73223,25155
73223,74649
73223,43561
73223,63867
73223,29759
73223,40029
73223,36078
73223,73945
73223,50306
73223,44305
73223,64451
73223,30965
73223,92369
73223,51625
73223,70392
73223,46159
73223,46461
73223,39983
73223,53548
73223,20460
73223,10520
73223,8013
73223,50136
73223,74059
73223,89592
73223,43652
73223,48196
73223,1795
73223,35573
73223,58424
73223,26312
73223,96937
73223,60979
73223,76017
73223,73798
73223,60211
73223,92155
73223,39080
73223,28105
73223,77441
73223,70782
73223,39274
73223,40875
73223,51710
73223,10079
73223,26405
73223,62704
73223,23385
73223,64607
73223,86807
73223,44043
73223,3003
73223,51855
73223,13914
73223,62707
73223,63866
73223,98684
73223,29628
73223,17936
73223,36215
73223,16081
73223,89332
73223,48721
73223,47066
73223,28110
73223,12812
73223,54361
73223,68964
73223,20562
73223,66326
73223,31336
73223,13875
73223,34274
73223,50886
73223,19581
73223,92655
73223,13512
73223,93016
73223,42102
73223,25460
73223,19897
73223,92866
73223,22807
73223,62153
73223,49806
73223,97475
73223,34924
73223,14421
73223,36838
73223,99057
73223,46692
73223,83163
73223,7926
73223,79278
73223,91832
73223,53082
73223,27455
73223,5199
73223,36891
73223,71128
73223,95994
73223,7021
73223,15718
73223,40753
73223,44313
73223,84024
73223,97287
73223,47003
73223,37512
73223,63042
73223,70511
73223,13122
73223,98521
73223,81927
73223,96507
73223,72364
73223,48612
73223,20079
73223,69465
73223,46828
73223,67349
73223,53695
73223,61309
73223,8669
73223,6525
73223,68658
73223,54466
73223,10042
73223,18276
73223,47881
73223,60670
73223,15096
73223,79870
73223,34016
73223,72410
73223,36851
73223,13968
73223,21947
73223,14765
73223,75444
73223,55319
73223,39351
73223,55639
73223,21026
73223,86161
73223,9588
73223,49068
73223,9053
73223,28935
73223,81743
73223,53495
73223,14240
73223,78675
73223,84280
73223,80842
73223,26074
73223,6594
73223,75375
73223,28136
73223,76327
73223,70254
73223,26638
73223,95995
73223,95265
73223,85542
73223,12104
73223,58617
73223,3
73223,37372
73223,9239
73223,29040
73223,12237
73223,82703
73223,6927
73223,43946
73223,6815
73223,79589
73223,13613
73223,78665
73223,4027
73223,64966
73223,29811
73223,60730
73223,45770
73223,2584
73223,4232
73223,12599
73223,86833
73223,92503
73223,29704
73223,76145
73223,16758
73223,72270
73223,45506
73223,66713
73223,84135
73223,57589
73223,32176
73223,13278
73223,43081
73223,27856
73223,28112
73223,39058
73223,38591
73223,65896
73223,49957
73223,9835
73223,8697
73223,85617
73223,37735
73223,96211
73223,10424
73223,73409
73223,91319
73223,65334
73223,63531
73223,35240
73223,36323
73223,73873
73223,73539
73223,42374
73223,9169
73223,13395
73223,90650
73223,89096
73223,10059
73223,697
73223,80686
73223,64597
73223,30776
73223,33252
73223,21236
73223,80200
73223,7197
73223,97957
73490,84844
73490,90482
73490,39243
73490,94791
73490,53926
73490,90965
73490,88731
73490,53548
73490,79095
73490,64417
73490,38932
73490,46068
73490,58914
73490,88384
73490,42452
73490,73445
73490,78373
73490,88776
73490,26165
73490,10079
73490,23385
73490,47172
73490,43461
73490,69711
73490,8862
73490,63951
73490,70954
73490,50886
73490,86289
73490,19897
73490,74600
73490,99057
73490,15718
73490,84595
73490,96472
73490,44313
73490,37654
73490,74421
73490,29982
73490,61309
73490,54466
73490,60670
73490,14425
73490,59817
73490,38798
73490,44348
73490,85262
73490,10692
73490,68857
73490,4232
73490,12599
73490,86833
73490,37106
73490,8536
73490,93507
73490,3913
73490,90546
73490,69125
73490,18445
73490,40557
73490,87993
73490,42982
73490,35093
73490,92282
73490,37022
73490,52638
73490,80572
73490,74088
73490,74888
31995,84844
31995,54084
31995,1064
31995,39243
31995,94649
31995,17253
31995,29838
31995,37711
31995,15989
31995,91845
31995,49558
31995,88731
31995,40029
31995,59121
31995,20082
31995,44305
31995,95607
31995,7612
31995,22517
31995,3805
31995,87810
31995,1272
31995,49372
31995,11960
31995,25310
31995,87781
31995,95763
31995,93944
31995,10564
31995,64417
31995,24302
31995,5957
31995,38932
31995,1795
31995,58424
31995,42452
31995,36866
31995,58245
31995,22340
31995,60211
31995,39080
31995,46431
31995,70782
31995,62803
31995,64607
31995,83365
31995,50055
31995,82739
31995,51855
31995,13914
31995,2820
31995,29628
31995,29884
31995,89332
31995,71870
31995,34053
31995,12812
31995,63951
31995,51431
31995,54361
31995,71346
31995,20562
31995,42451
31995,63871
31995,46061
31995,3086
31995,30719
31995,86289
31995,81497
31995,90997
31995,91223
31995,2500
31995,26935
31995,14421
31995,63112
31995,14290
31995,51181
31995,36838
31995,46692
31995,83163
31995,21092
31995,19451
31995,43003
31995,54974
31995,82093
31995,31024
31995,45216
31995,40584
31995,88161
31995,12138
31995,7021
31995,75920
31995,84595
31995,34808
31995,3793
31995,70511
31995,48430
31995,85606
31995,19152
31995,72364
31995,86997
31995,48612
31995,82814
31995,6816
31995,10042
31995,82847
31995,72929
31995,52905
31995,11766
31995,95408
31995,14765
31995,4272
31995,53770
31995,26761
31995,88953
31995,15566
31995,9053
31995,39501
31995,84280
31995,47884
31995,80842
31995,63297
31995,48302
31995,8982
31995,44976
31995,97247
31995,85542
31995,8796
31995,38211
31995,30481
31995,58159
31995,10513
31995,99290
31995,82703
31995,6815
31995,13613
31995,44949
31995,4027
31995,48790
31995,28799
31995,29811
31995,20130
31995,67009
31995,36956
31995,24497
31995,10692
31995,12333
31995,11038
31995,19851
31995,10353
31995,44244
31995,67747
31995,6463
31995,37787
31995,4312
31995,18882
31995,85225
31995,86833
31995,97900
31995,8536
31995,40938
31995,16758
31995,72270
31995,77844
31995,52708
31995,56489
31995,69125
31995,7536
31995,11238
31995,57589
31995,92100
31995,74176
31995,33249
31995,27856
31995,28282
31995,20445
31995,40557
31995,88089
31995,9835
31995,39993
31995,87993
31995,21831
31995,998
31995,97754
31995,4809
31995,96211
31995,18064
31995,99454
